"","oracle_acc","edge_prob","hc_lower_shd_mean","hc_upper_shd_mean","hc_lower_sid_mean","hc_upper_sid_mean","hc_lower_shd_sd","hc_upper_shd_sd","hc_lower_sid_sd","hc_upper_sid_sd","pc_lower_shd_mean","pc_upper_shd_mean","pc_lower_sid_mean","pc_upper_sid_mean","pc_lower_shd_sd","pc_upper_shd_sd","pc_lower_sid_sd","pc_upper_sid_sd","ges_lower_shd_mean","ges_upper_shd_mean","ges_lower_sid_mean","ges_upper_sid_mean","ges_lower_shd_sd","ges_upper_shd_sd","ges_lower_sid_sd","ges_upper_sid_sd","human_shd_mean","human_sid_mean","human_shd_sd","human_sid_sd"
"1",0.1,0.1,2.86666666666667,4.2,5.5,11.3666666666667,0.391675837505741,0.340385177358705,1.51068987818347,1.65708741390369,3.53333333333333,4.7,7.43333333333333,11.1666666666667,0.403243554176225,0.356064052096533,1.27277715481688,1.48794646218522,2.46666666666667,3.76666666666667,1.96666666666667,7.4,0.459218059372277,0.391529078303372,0.62603171550031,1.24068946349503,4.93333333333333,9.2,0.527264319706207,1.76452917754023
"2",0.3,0.1,2.86666666666667,4.2,5.5,11.3666666666667,0.391675837505741,0.340385177358705,1.51068987818347,1.65708741390369,3.53333333333333,4.7,7.43333333333333,11.1666666666667,0.403243554176225,0.356064052096533,1.27277715481688,1.48794646218522,2.46666666666667,3.76666666666667,1.96666666666667,7.4,0.459218059372277,0.391529078303372,0.62603171550031,1.24068946349503,3.26666666666667,6.5,0.412264097180139,1.53559303756285
"3",0.5,0.1,2.86666666666667,4.2,5.5,11.3666666666667,0.391675837505741,0.340385177358705,1.51068987818347,1.65708741390369,3.53333333333333,4.7,7.43333333333333,11.1666666666667,0.403243554176225,0.356064052096533,1.27277715481688,1.48794646218522,2.46666666666667,3.76666666666667,1.96666666666667,7.4,0.459218059372277,0.391529078303372,0.62603171550031,1.24068946349503,2.63333333333333,5.26666666666667,0.319782013875808,1.05474661481132
"4",0.7,0.1,2.86666666666667,4.2,5.5,11.3666666666667,0.391675837505741,0.340385177358705,1.51068987818347,1.65708741390369,3.53333333333333,4.7,7.43333333333333,11.1666666666667,0.403243554176225,0.356064052096533,1.27277715481688,1.48794646218522,2.46666666666667,3.76666666666667,1.96666666666667,7.4,0.459218059372277,0.391529078303372,0.62603171550031,1.24068946349503,1.6,2.83333333333333,0.237806064131954,0.681585935134507
"5",0.9,0.1,2.86666666666667,4.2,5.5,11.3666666666667,0.391675837505741,0.340385177358705,1.51068987818347,1.65708741390369,3.53333333333333,4.7,7.43333333333333,11.1666666666667,0.403243554176225,0.356064052096533,1.27277715481688,1.48794646218522,2.46666666666667,3.76666666666667,1.96666666666667,7.4,0.459218059372277,0.391529078303372,0.62603171550031,1.24068946349503,1.06666666666667,1.56666666666667,0.208626230888063,0.471445157360289
"6",0.1,0.2,5.13333333333333,5.93333333333333,13.3,26.7666666666667,0.478823590324601,0.474482981377476,1.89927390844774,2.25790225770824,4.86206896551724,5.96551724137931,25.5333333333333,29.9666666666667,0.480466055379572,0.413690463460724,2.93194036035094,3.17109542821146,6.96666666666667,7.36666666666667,16.5333333333333,27.2,0.545584856139759,0.499386596916734,2.24414094530078,2.69541969947573,7.73333333333333,22.8666666666667,0.589044293815523,2.62469848660639
"7",0.3,0.2,5.13333333333333,5.93333333333333,13.3,26.7666666666667,0.478823590324601,0.474482981377476,1.89927390844774,2.25790225770824,4.86206896551724,5.96551724137931,25.5333333333333,29.9666666666667,0.480466055379572,0.413690463460724,2.93194036035094,3.17109542821146,6.96666666666667,7.36666666666667,16.5333333333333,27.2,0.545584856139759,0.499386596916734,2.24414094530078,2.69541969947573,6.53333333333333,22.8,0.443946080741078,2.10603948178817
"8",0.5,0.2,5.13333333333333,5.93333333333333,13.3,26.7666666666667,0.478823590324601,0.474482981377476,1.89927390844774,2.25790225770824,4.86206896551724,5.96551724137931,25.5333333333333,29.9666666666667,0.480466055379572,0.413690463460724,2.93194036035094,3.17109542821146,6.96666666666667,7.36666666666667,16.5333333333333,27.2,0.545584856139759,0.499386596916734,2.24414094530078,2.69541969947573,5.03333333333333,16.1666666666667,0.399664610350083,1.63375551663112
"9",0.7,0.2,5.13333333333333,5.93333333333333,13.3,26.7666666666667,0.478823590324601,0.474482981377476,1.89927390844774,2.25790225770824,4.86206896551724,5.96551724137931,25.5333333333333,29.9666666666667,0.480466055379572,0.413690463460724,2.93194036035094,3.17109542821146,6.96666666666667,7.36666666666667,16.5333333333333,27.2,0.545584856139759,0.499386596916734,2.24414094530078,2.69541969947573,3.86666666666667,11,0.436109585862574,1.88764890559781
"10",0.9,0.2,5.13333333333333,5.93333333333333,13.3,26.7666666666667,0.478823590324601,0.474482981377476,1.89927390844774,2.25790225770824,4.86206896551724,5.96551724137931,25.5333333333333,29.9666666666667,0.480466055379572,0.413690463460724,2.93194036035094,3.17109542821146,6.96666666666667,7.36666666666667,16.5333333333333,27.2,0.545584856139759,0.499386596916734,2.24414094530078,2.69541969947573,2.43333333333333,6.86666666666667,0.376564425143328,1.32763148651449
